,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
9049,WarTech: Senko no Ronde,4,2006,9,5,0.04,0.0,0.0,0.0,0.04,60.0,33.0,6.1,7.0,1465,3
9050,Teenage Mutant Ninja Turtles: Mutants in Manhattan,4,2016,8,4,0.01,0.03,0.0,0.0,0.04,,,4.3,16.0,289,3
9051,Strike Force Bowling,13,2004,0,60,0.03,0.01,0.0,0.0,0.04,54.0,10.0,,,555,0
9052,IL-2 Sturmovik: 1946,14,2006,7,5,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115.0,1426,3
9053,Chessmaster,8,2002,5,5,0.03,0.01,0.0,0.0,0.04,76.0,5.0,,,12,0
9054,Coraline,3,2009,8,66,0.04,0.0,0.0,0.0,0.04,,,,,206,0
9055,Red Ninja: End of Honor,6,2005,8,23,0.02,0.02,0.0,0.01,0.04,47.0,17.0,5.0,7.0,787,2
9056,Praetorians,14,2003,11,21,0.0,0.04,0.0,0.0,0.04,78.0,23.0,8.2,38.0,967,3
9057,The Wolf Among Us,22,2014,10,167,0.03,0.0,0.0,0.01,0.04,,,8.4,29.0,844,2
9058,Smash Court Tennis 3,16,2007,0,25,0.01,0.01,0.01,0.01,0.04,68.0,30.0,6.3,4.0,314,0
9059,SX Superstar,13,2003,2,30,0.03,0.01,0.0,0.0,0.04,53.0,17.0,,,310,3
9060,LEGO Friends,10,2013,8,19,0.0,0.04,0.0,0.0,0.04,43.0,4.0,8.3,4.0,280,0
9061,Guild Wars Trilogy,14,2005,3,42,0.0,0.03,0.0,0.01,0.04,,,8.8,8.0,176,3
9062,SPRay,0,2008,8,48,0.04,0.0,0.0,0.0,0.04,42.0,16.0,4.5,6.0,1032,4
9063,Outlaw Tennis,13,2005,0,58,0.03,0.01,0.0,0.0,0.04,66.0,45.0,7.7,6.0,751,2
9064,Saint Seiya: Soldiers' Soul,5,2015,9,25,0.0,0.0,0.04,0.0,0.04,,,6.3,4.0,117,3
9065,Brothers: A Tale of Two Sons,17,2015,10,11,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26.0,532,3
9066,Attack of the Movies 3D,4,2010,6,35,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10.0,1001,3
9067,Igor: The Game,3,2008,10,288,0.04,0.0,0.0,0.0,0.04,43.0,4.0,,,240,0
9068,Sea Monsters: A Prehistoric Adventure,0,2007,10,138,0.04,0.0,0.0,0.0,0.04,,,,,568,4
9069,Get Up and Dance,5,2011,5,225,0.03,0.0,0.0,0.0,0.04,,,,,659,3
9070,Secret Files: Tunguska,14,2006,10,205,0.0,0.04,0.0,0.0,0.04,66.0,26.0,7.4,38.0,1466,3
9071,The Monkey King: The Legend Begins,0,2007,6,268,0.04,0.0,0.0,0.0,0.04,,,,,1467,0
9072,The Invincible Iron Man,8,2002,8,4,0.03,0.01,0.0,0.0,0.04,68.0,9.0,,,707,0
9073,NASCAR 07,13,2006,2,7,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7.0,4.0,57,0
9074,Dance Dance Revolution Disney Mix,12,2000,7,14,0.02,0.02,0.0,0.0,0.04,74.0,7.0,8.3,13.0,69,0
9075,Casual Mania!,3,2010,4,221,0.04,0.0,0.0,0.0,0.04,,,,,1468,0
9076,Scaler,13,2004,1,58,0.03,0.01,0.0,0.0,0.04,69.0,25.0,,,250,0
9077,Emergency Room: Real Life Rescues,3,2009,7,11,0.04,0.0,0.0,0.0,0.04,,,,,1119,3
9078,Nitroplus Blasterz: Heroines Infinite Duel,9,2015,9,145,0.01,0.0,0.02,0.0,0.04,70.0,33.0,6.9,28.0,1469,3
9079,Puyo Pop Fever,16,2004,4,110,0.0,0.0,0.04,0.0,0.04,68.0,9.0,,,125,1
9080,Thrillville: Off the Rails,3,2007,11,18,0.03,0.01,0.0,0.0,0.04,59.0,6.0,6.2,5.0,148,0
9081,Bloody Roar Extreme,13,2003,9,93,0.03,0.01,0.0,0.0,0.04,61.0,22.0,8.6,9.0,663,3
9082,Clockwork Empires,14,0,11,53,0.0,0.04,0.0,0.0,0.04,58.0,7.0,3.8,5.0,1470,8
9083,Split/Second,14,2010,2,32,0.0,0.04,0.0,0.01,0.04,79.0,18.0,8.2,116.0,164,4
9084,Tennis Masters Series 2003,13,2002,0,237,0.03,0.01,0.0,0.0,0.04,67.0,10.0,,,1224,0
9085,Resident Evil 6,14,2012,6,12,0.0,0.04,0.0,0.0,0.04,69.0,18.0,5.9,868.0,1471,2
9086,Dead Head Fred,16,2007,8,66,0.04,0.0,0.0,0.0,0.04,75.0,30.0,7.3,23.0,556,2
9087,MLB SlugFest 20-04,19,2003,0,39,0.03,0.01,0.0,0.0,0.04,76.0,14.0,,,162,0
9088,Pocket Pool,16,2007,8,241,0.04,0.0,0.0,0.0,0.04,37.0,19.0,,,1390,2
9089,Myth Makers: Trixie in Toyland,0,2008,1,248,0.04,0.0,0.0,0.0,0.04,,,0.2,5.0,892,0
9090,Ride to Hell,5,2013,2,41,0.02,0.01,0.0,0.01,0.04,13.0,4.0,1.0,218.0,1412,2
9091,Need for Speed: ProStreet,14,2007,2,7,0.0,0.04,0.0,0.01,0.04,70.0,18.0,5.9,163.0,107,4
9092,Digimon Rumble Arena 2,19,2004,9,10,0.03,0.01,0.0,0.0,0.04,71.0,5.0,8.1,7.0,1255,3
9093,NCIS,14,2011,10,5,0.01,0.02,0.0,0.01,0.04,,,,,12,3
9094,Gravity Falls: Legend of the Gnome Gemulets,10,2015,8,5,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,1472,0
9095,Rodea the Sky Soldier,10,2015,8,98,0.03,0.0,0.0,0.0,0.04,45.0,7.0,5.6,37.0,1173,4
9096,Major League Baseball 2K12,14,2012,0,2,0.04,0.0,0.0,0.0,0.04,,,5.7,15.0,83,0
9097,Pac-Man World Rally,16,2006,2,25,0.04,0.0,0.0,0.0,0.04,51.0,9.0,,,774,0
9098,Hellboy: The Science of Evil,16,2008,8,14,0.04,0.0,0.0,0.0,0.04,42.0,14.0,7.1,13.0,213,3
9099,Mortimer Beckett and the Secrets of Spooky Manor,0,2008,4,135,0.04,0.0,0.0,0.0,0.04,56.0,4.0,,,1473,0
9100,The Sims Deluxe,14,2002,7,7,0.01,0.02,0.0,0.01,0.04,92.0,6.0,8.2,77.0,89,3
9101,Fashion Week Jr. Designer,3,2009,7,11,0.04,0.0,0.0,0.0,0.04,,,,,664,0
9102,Horses 3D,10,2012,5,5,0.04,0.0,0.0,0.0,0.04,,,6.3,4.0,422,0
9103,LEGO Indiana Jones: The Original Adventures,14,2008,8,18,0.02,0.02,0.0,0.0,0.04,78.0,14.0,7.7,35.0,50,4
9104,The Sims 2: Pets,14,2006,7,7,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40.0,89,3
9105,Deadliest Warrior: Ancient Combat,4,2012,9,289,0.04,0.0,0.0,0.0,0.04,37.0,5.0,6.3,4.0,38,2
9106,The Kore Gang,0,2010,1,290,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,1474,4
9107,Beastly Frantic Foto,3,2011,4,151,0.04,0.0,0.0,0.0,0.04,,,,,1475,0
9108,Rugby Challenge 3,9,2016,0,291,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12.0,1476,0
9109,Dungeon Raiders,3,2009,3,80,0.04,0.0,0.0,0.0,0.04,,,,,1044,4
9110,Blood Bowl,14,2009,0,80,0.02,0.02,0.0,0.0,0.04,72.0,34.0,6.5,57.0,1044,3
9111,Port Royale 2,14,2004,11,270,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,40.0,1477,3
9112,Star Trek: Shattered Universe,13,2004,7,58,0.03,0.01,0.0,0.0,0.04,41.0,21.0,4.0,10.0,1242,0
9113,Company of Heroes: Tales of Valor,14,2009,11,28,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204.0,584,2
9114,Farm Frenzy 3,14,2009,11,292,0.0,0.03,0.0,0.01,0.04,,,,,1478,0
9115,Guilty Gear XX Accent Core,0,2007,9,11,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19.0,494,3
9116,Lionel Trains: On Track,3,2006,8,247,0.04,0.0,0.0,0.0,0.04,47.0,4.0,,,375,0
9117,WarJetz,6,2001,6,113,0.02,0.02,0.0,0.01,0.04,59.0,9.0,5.5,4.0,731,3
9118,Stellaris,14,2016,11,200,0.0,0.04,0.0,0.0,0.04,78.0,57.0,8.0,569.0,1335,1
9119,Catwoman,8,2004,8,7,0.03,0.01,0.0,0.0,0.04,61.0,7.0,,,239,3
9120,Devil May Cry 4,14,2008,8,12,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353.0,48,2
9121,Capcom Fighting Evolution,13,2005,9,12,0.03,0.01,0.0,0.0,0.04,61.0,20.0,,,48,3
9122,Call of Duty: Modern Warfare Trilogy,4,2016,6,4,0.02,0.02,0.0,0.0,0.04,,,,,7,2
9123,World Poker Tour,16,2006,5,2,0.04,0.0,0.0,0.0,0.04,68.0,14.0,,,414,3
9124,Barnyard,0,2006,8,28,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7.0,410,4
9125,Mazes of Fate DS,3,2008,3,213,0.04,0.0,0.0,0.0,0.04,,,,,1479,3
9126,PopCap Arcade Vol 1,4,2007,4,143,0.04,0.0,0.0,0.0,0.04,,,,,364,0
9127,Test Drive: Ferrari Legends,5,2012,2,53,0.04,0.0,0.0,0.01,0.04,62.0,19.0,4.9,22.0,1480,0
9128,Heroes of Might and Magic V,14,2006,11,5,0.0,0.03,0.0,0.01,0.04,77.0,41.0,7.9,349.0,1481,3
9129,Metal Gear Solid: Digital Graphic Novel,16,2006,5,14,0.02,0.0,0.02,0.0,0.04,78.0,22.0,7.2,21.0,45,2
9130,Aeon Flux,6,2005,8,28,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0,231,3
9131,Age of Mythology: The Titans,14,2003,11,1,0.02,0.02,0.0,0.0,0.04,84.0,25.0,8.7,119.0,153,3
9132,Chicken Blaster,3,2009,6,138,0.04,0.0,0.0,0.0,0.04,,,,,711,4
9133,Psycho-Pass: Mandatory Happiness,9,2016,10,98,0.03,0.0,0.0,0.01,0.04,72.0,26.0,8.3,19.0,1007,3
9134,Arctic Tale,0,2007,10,69,0.04,0.0,0.0,0.0,0.04,,,,,568,0
9135,Virtua Tennis 4,14,2011,0,8,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43.0,180,0
9136,Shattered Union,13,2005,11,2,0.03,0.01,0.0,0.0,0.04,66.0,17.0,6.9,7.0,1482,3
9137,GRID,14,0,2,34,0.0,0.03,0.0,0.01,0.04,87.0,25.0,7.9,463.0,294,0
9138,Monster High: New Ghoul in School,5,2015,8,158,0.0,0.03,0.0,0.01,0.04,,,,,1461,0
9139,Mat Hoffman's Pro BMX 2,19,2002,0,4,0.03,0.01,0.0,0.0,0.04,70.0,12.0,,,167,3
9140,Deadliest Warrior: Ancient Combat,5,2012,9,289,0.04,0.0,0.0,0.0,0.04,,,,,38,2
9141,Unchained Blades ,10,2011,3,159,0.0,0.0,0.04,0.0,0.04,65.0,8.0,7.8,16.0,881,3
9142,Terraria,17,2014,8,11,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,29.0,529,3
9143,Company of Heroes: Opposing Fronts,14,2007,11,28,0.01,0.03,0.0,0.01,0.04,87.0,36.0,8.6,235.0,584,2
9144,NHL Hitz Pro,19,0,0,53,0.03,0.01,0.0,0.0,0.04,81.0,15.0,7.8,5.0,68,0
9145,Superman: Countdown to Apokolips,8,2003,1,10,0.03,0.01,0.0,0.0,0.04,47.0,5.0,5.7,6.0,824,0
9146,Ben 10 Galactic Racing,22,2012,2,66,0.02,0.01,0.0,0.01,0.04,,,3.8,8.0,417,0
9147,Worms 4: Mayhem,13,2005,11,34,0.03,0.01,0.0,0.0,0.04,69.0,27.0,9.2,6.0,448,3
9148,Rise of Nations,14,2003,11,1,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9.0,274.0,440,3
9149,Who Wants to Be a Millionaire: 3rd Edition,3,2010,5,5,0.04,0.0,0.0,0.0,0.04,,,,,460,0
9150,Men of War: Vietnam,14,2011,11,53,0.0,0.03,0.0,0.01,0.04,68.0,19.0,4.9,35.0,1483,3
9151,Imperial Glory,14,2005,11,21,0.0,0.04,0.0,0.0,0.04,69.0,28.0,8.4,73.0,967,3
9152,Antz Extreme Racing,6,2002,2,71,0.02,0.02,0.0,0.01,0.04,31.0,5.0,5.0,8.0,888,0
9153,Mike Tyson Boxing,8,2002,0,5,0.03,0.01,0.0,0.0,0.04,44.0,8.0,,,510,0
9154,Samurai Warriors 2: Empires,4,2007,8,48,0.03,0.0,0.01,0.0,0.04,53.0,29.0,8.5,13.0,188,3
9155,Metal Slug XX,16,2009,6,215,0.03,0.0,0.0,0.0,0.04,67.0,22.0,6.1,9.0,773,3
9156,Patrician IV,14,2010,11,141,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.4,34.0,969,0
9157,Fisherman's Challenge,6,2003,0,14,0.02,0.02,0.0,0.01,0.04,67.0,7.0,7.5,4.0,69,0
9158,Mission: Impossible - Operation Surma,8,2003,1,10,0.03,0.01,0.0,0.0,0.04,42.0,16.0,,,1484,3
9159,Platinum Sudoku,3,2007,4,5,0.03,0.01,0.0,0.0,0.04,,,,,534,0
9160,Resident Evil: Revelations,14,2013,8,12,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7.0,342.0,48,2
9161,The Da Vinci Code,13,2006,8,2,0.03,0.01,0.0,0.0,0.04,52.0,34.0,2.8,5.0,105,3
9162,Monster Band,3,2008,5,259,0.04,0.0,0.0,0.0,0.04,,,,,471,0
9163,Super Black Bass Fishing,3,2005,0,35,0.04,0.0,0.0,0.0,0.04,35.0,6.0,,,765,0
9164,Rollin' Rascals,3,2009,4,61,0.04,0.0,0.0,0.0,0.04,,,,,1485,0
9165,Pure Pinball,13,2004,5,117,0.03,0.01,0.0,0.0,0.04,68.0,11.0,8.5,6.0,1438,0
9166,Shadow of the Colossus,5,2011,8,3,0.0,0.0,0.04,0.0,0.04,,,8.4,72.0,66,3
9167,BlazBlue: Chrono Phantasma Extend,5,2015,8,107,0.0,0.0,0.04,0.0,0.04,,,8.3,10.0,494,3
9168,Valhalla Knights 2: Battle Stance,16,2009,3,145,0.0,0.0,0.04,0.0,0.04,,,,,914,4
9169,Headhunter: Redemption,6,2004,8,8,0.02,0.01,0.0,0.0,0.04,62.0,29.0,6.7,7.0,724,2
9170,Stuntman,8,2003,2,10,0.03,0.01,0.0,0.0,0.04,77.0,8.0,,,413,0
9171,The Chase: Felix Meets Felicity,3,2009,8,10,0.04,0.0,0.0,0.0,0.04,59.0,9.0,,,1181,0
9172,Dead Rising,9,2016,8,12,0.02,0.0,0.01,0.01,0.04,78.0,6.0,6.6,30.0,48,2
9173,Luxor: Pharaoh's Challenge,0,0,4,212,0.01,0.02,0.0,0.0,0.04,,,,,800,0
9174,Grand Theft Auto: Vice City,14,2003,8,2,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1520.0,3,2
9175,Surf's Up,5,2007,0,5,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,52,4
9176,Tiger Woods PGA Tour Golf,8,2002,0,5,0.03,0.01,0.0,0.0,0.04,,,,,248,0
9177,SWAT: Target Liberty,16,2007,6,23,0.03,0.0,0.0,0.0,0.04,50.0,26.0,7.7,9.0,326,3
9178,Twin Strike: Operation Thunder,0,2008,6,63,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6.0,1486,4
9179,CSI: Fatal Conspiracy,14,2010,10,5,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6.0,844,2
9180,Bomberman: Act Zero,4,2006,4,14,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.2,42.0,21,3
9181,Empire Earth III,14,2007,11,23,0.0,0.03,0.0,0.01,0.04,50.0,40.0,2.8,53.0,1004,3
9182,Astro Boy: The Video Game,16,2009,8,66,0.04,0.0,0.0,0.0,0.04,60.0,6.0,,,337,4
9183,The Sims 4: Spa Day,14,2015,7,7,0.0,0.04,0.0,0.0,0.04,,,7.6,26.0,89,3
9184,Hannspree Ten Kate Honda: SBK Superbike World Championship,16,2007,2,136,0.03,0.0,0.0,0.0,0.04,,,,,721,4
9185,Resident Evil: Operation Raccoon City,14,2012,8,12,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.8,188.0,331,2
9186,Free Running,0,2009,0,231,0.02,0.02,0.0,0.0,0.04,,,,,248,3
9187,Dreamfall: The Longest Journey,13,2006,10,71,0.03,0.01,0.0,0.0,0.04,73.0,42.0,8.8,24.0,1027,2
9188,JASF: Jane's Advanced Strike Fighters,14,2011,7,41,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,1196,3
9189,SpongeBob: HeroPants,10,2015,1,4,0.03,0.0,0.0,0.0,0.04,,,,,242,0
9190,Dora's Big Birthday Adventure,6,2010,5,2,0.02,0.01,0.0,0.0,0.04,,,,,1275,0
9191,PopStar Guitar,6,2008,5,117,0.02,0.01,0.0,0.0,0.04,,,,,1487,3
9192,Outlaw Volleyball Remixed,6,2004,0,58,0.02,0.01,0.0,0.0,0.04,57.0,9.0,,,751,2
9193,The Adventures of Darwin,6,2006,11,293,0.01,0.0,0.03,0.0,0.04,53.0,10.0,,,348,4
9194,Metal Gear Solid V: The Definitive Experience,9,2016,8,14,0.01,0.02,0.01,0.0,0.04,,,7.8,11.0,45,2
9195,Brothers In Arms DS,3,2007,6,5,0.03,0.0,0.0,0.0,0.04,72.0,27.0,8.0,25.0,534,3
9196,Gal Gun: Double Peace,22,2015,8,107,0.0,0.02,0.01,0.01,0.04,,,8.1,10.0,1488,2
9197,Off-Road Drive,14,2011,2,273,0.0,0.03,0.0,0.0,0.04,60.0,10.0,6.4,17.0,1489,1
9198,Colin McRae Rally 3,13,2002,2,34,0.03,0.01,0.0,0.0,0.04,86.0,25.0,7.4,14.0,294,0
9199,City Builder,0,2010,5,294,0.04,0.0,0.0,0.0,0.04,,,,,585,0
9200,TMNT,3,2007,8,5,0.03,0.01,0.0,0.0,0.04,42.0,10.0,2.2,5.0,104,4
9201,Stolen,6,2005,8,203,0.02,0.01,0.0,0.0,0.04,51.0,16.0,7.4,16.0,1490,3
9202,Stoked: Big Air Edition,4,2009,0,25,0.02,0.02,0.0,0.0,0.04,72.0,21.0,7.7,16.0,955,3
9203,LEGO Jurassic World,14,2015,8,19,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,31.0,182,4
9204,Pro Race Driver,13,2003,2,34,0.03,0.01,0.0,0.0,0.04,80.0,17.0,7.5,4.0,294,3
9205,Jig-A-Pix: Pets,3,2009,4,138,0.03,0.0,0.0,0.0,0.04,,,,,1449,0
9206,Story Hour: Fairy Tales,0,2008,10,69,0.04,0.0,0.0,0.0,0.04,,,,,1243,0
9207,The Movies,14,2005,7,4,0.01,0.03,0.0,0.01,0.04,84.0,62.0,8.3,131.0,59,3
9208,Countdown Vampires,12,1999,10,25,0.02,0.01,0.0,0.0,0.04,41.0,6.0,,,349,2
9209,FIFA World Cup Germany 2006,3,2006,0,7,0.03,0.0,0.0,0.0,0.04,71.0,7.0,7.2,6.0,35,0
9210,Train Simulator 2016,14,2015,7,53,0.0,0.04,0.0,0.0,0.04,,,4.0,8.0,1491,0
9211,Supreme Commander: Forged Alliance,14,2007,11,28,0.01,0.02,0.0,0.0,0.04,81.0,35.0,8.9,219.0,763,4
9212,Dragon Ball: Advanced Adventure,8,2004,8,25,0.03,0.01,0.0,0.0,0.04,75.0,7.0,8.5,11.0,117,4
9213,The Ripping Friends,8,2002,8,28,0.03,0.01,0.0,0.0,0.04,38.0,12.0,,,658,0
9214,Lost Planet 3,14,2013,6,12,0.0,0.04,0.0,0.0,0.04,61.0,17.0,6.2,210.0,132,3
9215,Super Army War,8,2005,8,290,0.03,0.01,0.0,0.0,0.04,58.0,8.0,,,462,3
9216,Echo Night Beyond,6,2004,10,155,0.02,0.01,0.0,0.0,0.04,60.0,22.0,8.8,8.0,163,3
9217,Meteos: Disney Magic,3,2007,4,32,0.01,0.02,0.0,0.0,0.04,74.0,36.0,6.6,5.0,675,0
9218,NASCAR Heat Evolution,17,2016,2,276,0.03,0.0,0.0,0.0,0.04,,,1.6,10.0,1445,0
9219,Beyblade Evolution,10,2013,8,61,0.02,0.01,0.0,0.0,0.04,49.0,7.0,6.3,4.0,1425,0
9220,Evolution Skateboarding,19,2002,0,14,0.03,0.01,0.0,0.0,0.04,44.0,5.0,,,739,3
9221,Castlevania: Lords of Shadow 2,14,2014,8,14,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,357,2
9222,Greg Hastings' Tournament Paintball Max'd,3,2006,6,4,0.03,0.0,0.0,0.0,0.04,39.0,4.0,7.4,10.0,1492,4
9223,Halo: Combat Evolved,14,2003,6,1,0.02,0.02,0.0,0.0,0.04,83.0,40.0,7.4,396.0,100,2
9224,Exist Archive: The Other Side of the Sky,9,2015,3,251,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,236,3
9225,Ski-Doo Snowmobile Challenge,4,2009,2,228,0.03,0.0,0.0,0.0,0.04,,,,,569,0
9226,Little Red Riding Hood's Zombie BBQ,3,2008,6,114,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,1493,3
9227,Texas Hold 'Em Poker DS,3,2005,5,35,0.03,0.0,0.0,0.0,0.04,,,,,559,0
9228,Assassin's Creed Chronicles: China,9,2015,8,5,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0,625,3
9229,DT Carnage,16,2009,2,76,0.03,0.0,0.0,0.0,0.04,,,,,1150,4
9230,Worms: Ultimate Mayhem,14,2011,11,53,0.0,0.03,0.0,0.0,0.04,66.0,4.0,7.8,48.0,448,4
9231,Rugby 08,6,2007,0,7,0.02,0.01,0.0,0.0,0.04,74.0,21.0,7.4,25.0,35,0
9232,GoPets: Vacation Island,3,2008,7,14,0.03,0.0,0.0,0.0,0.04,,,,,112,0
9233,Caesar IV,14,2006,11,23,0.0,0.03,0.0,0.01,0.04,74.0,32.0,7.6,43.0,1494,4
9234,Ferrari Challenge Trofeo Pirelli,5,2008,2,122,0.0,0.03,0.0,0.01,0.04,71.0,37.0,6.2,26.0,452,0
9235,Cy Girls,6,2004,8,14,0.02,0.01,0.0,0.0,0.04,53.0,28.0,8.8,4.0,44,2
9236,Ray Gigant,22,2015,3,25,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,247,3
9237,APB Reloaded,14,2011,3,295,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,1495,2
9238,The Sum of All Fears,8,2002,6,5,0.03,0.01,0.0,0.0,0.04,69.0,8.0,,,227,3
9239,Bubble Bobble Double Shot,3,2007,4,61,0.03,0.0,0.0,0.0,0.04,50.0,12.0,4.8,4.0,456,0
9240,Bionicle Heroes,0,2007,6,21,0.03,0.0,0.0,0.0,0.04,52.0,7.0,5.8,5.0,50,4
9241,Harry Potter and the Order of the Phoenix,14,2007,8,7,0.0,0.03,0.0,0.0,0.04,63.0,11.0,7.1,34.0,107,4
9242,Minority Report: Everybody Runs,8,2002,8,4,0.03,0.01,0.0,0.0,0.04,54.0,8.0,,,707,3
9243,C.O.R.E.,3,2009,6,213,0.03,0.0,0.0,0.0,0.04,44.0,16.0,6.9,19.0,1496,2
9244,Chaos Wars,6,2006,11,210,0.0,0.0,0.04,0.0,0.04,64.0,9.0,6.9,9.0,1221,3
9245,Steambot Chronicles,6,2005,3,11,0.02,0.01,0.0,0.0,0.04,74.0,35.0,8.2,17.0,941,3
9246,Gumby vs. the Astrobots,8,2005,8,25,0.03,0.01,0.0,0.0,0.04,63.0,4.0,,,707,0
9247,Scaler,19,2004,1,2,0.03,0.01,0.0,0.0,0.04,69.0,11.0,7.3,8.0,250,0
9248,Summer Challenge: Athletics Tournament,5,2011,0,107,0.0,0.03,0.0,0.01,0.04,,,,,1497,1
9249,Scarface: The World is Yours,14,2006,8,23,0.01,0.02,0.0,0.0,0.04,73.0,18.0,7.5,57.0,311,2
9250,Legasista,5,2012,3,98,0.0,0.0,0.04,0.0,0.04,68.0,13.0,6.3,15.0,1498,3
9251,Fatal Fury: Battle Archives Volume 1,6,2006,9,110,0.02,0.01,0.0,0.0,0.04,68.0,22.0,8.3,4.0,773,3
9252,Harry Potter and the Prisoner of Azkaban,14,2004,8,7,0.0,0.03,0.0,0.0,0.04,67.0,19.0,7.2,50.0,1407,0
9253,OutRun 2006: Coast 2 Coast,16,2006,2,8,0.03,0.01,0.0,0.0,0.04,82.0,31.0,8.1,14.0,129,0
9254,Fading Shadows,16,2008,4,296,0.03,0.0,0.0,0.0,0.04,62.0,13.0,,,1239,0
9255,Smashing Drive,13,2002,2,25,0.03,0.01,0.0,0.0,0.04,42.0,9.0,,,32,3
9256,Without Warning,6,2005,6,12,0.02,0.01,0.0,0.0,0.04,45.0,25.0,6.5,8.0,1499,2
9257,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,13,2005,8,14,0.03,0.01,0.0,0.0,0.04,56.0,13.0,,,69,4
9258,Napoleon Dynamite: The Game,16,2007,4,60,0.03,0.0,0.0,0.0,0.04,37.0,14.0,4.6,7.0,639,4
9259,Saints Row 2,14,2009,8,28,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,1500,2
9260,Trine 2,14,2011,1,80,0.0,0.03,0.0,0.01,0.04,84.0,55.0,8.4,667.0,1501,4
9261,Monster Force,8,2002,6,20,0.03,0.01,0.0,0.0,0.04,65.0,9.0,,,80,0
9262,World Championship Pool 2004,13,2003,0,186,0.03,0.01,0.0,0.0,0.04,67.0,11.0,,,628,0
9263,Teenage Zombies: Invasion of the Alien Brain Thingys,3,2008,10,110,0.03,0.0,0.0,0.0,0.04,67.0,30.0,8.2,29.0,1502,4
9264,The Treasures of Montezuma,3,2010,4,221,0.02,0.01,0.0,0.0,0.04,,,,,1468,0
9265,Flow: Urban Dance Uprising,6,2005,5,5,0.02,0.01,0.0,0.0,0.04,65.0,10.0,,,250,3
9266,Real Soccer 2008,3,2007,0,5,0.03,0.0,0.0,0.0,0.04,,,,,534,0
9267,Transport Fever,14,2016,7,181,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7.0,28.0,1503,1
9268,Homefront: The Revolution,14,2016,6,41,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,754,2
9269,RLH: Run Like Hell,13,2003,6,258,0.03,0.01,0.0,0.0,0.04,55.0,22.0,8.0,5.0,1232,2
9270,Power Play Pool,3,2006,0,122,0.03,0.0,0.0,0.0,0.04,,,,,1062,0
9271,Obscure,13,2004,10,297,0.03,0.01,0.0,0.0,0.04,66.0,29.0,8.4,9.0,1009,2
9272,Just Dance 2017,17,2016,5,5,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8.0,6.0,31,4
9273,Just Dance 2017,4,2016,5,5,0.02,0.02,0.0,0.0,0.04,,,,,31,4
9274,Stranger of Sword City,22,2015,3,98,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8.0,30.0,1034,3
9275,Jane's Hotel,3,2010,7,53,0.03,0.0,0.0,0.0,0.04,,,,,711,0
9276,World of Goo,14,2008,4,298,0.0,0.03,0.0,0.01,0.04,90.0,26.0,8.5,607.0,1504,0
9277,Pro Evolution Soccer 2017,4,2016,0,14,0.01,0.02,0.0,0.0,0.04,,,6.5,17.0,69,0
