,name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
8596,Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,88.0,16.0,7.8,5.0,"Z-Axis, Ltd.",T
8597,Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0.0,0.0,0.06,62.0,27.0,6.9,8.0,Clover Studio,T
8598,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,60.0,33.0,6.9,16.0,Hit Maker,E10+
8599,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,0.03,0.0,0.03,0.01,0.06,,,6.5,10.0,Design Factory,M
8600,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06,33.0,6.0,5.6,7.0,Silicon Knights,E10+
8601,Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,,,,,HB Studios Multimedia,E
8602,The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,81.0,31.0,7.8,49.0,Maxis,T
8603,Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06,,,,,High Voltage Software,T
8604,Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,0.05,0.0,0.0,0.0,0.06,60.0,29.0,7.7,18.0,Idea Factory,T
8605,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,0.03,0.02,0.0,0.01,0.06,73.0,28.0,8.4,11.0,Andamiro U.S.A. Corp.,T
8606,World Championship Athletics,Wii,2009,Sports,DTP Entertainment,0.04,0.01,0.0,0.0,0.06,,,,,Crave,E
8607,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,11.0,6.4,17.0,TOYBOX,T
8608,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.06,58.0,17.0,,,Stealth Studios,T
8609,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0.0,0.04,0.0,0.01,0.06,78.0,39.0,6.8,123.0,Evolution Studios,E
8610,Dr. Muto,XB,2002,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06,70.0,13.0,,,Midway,T
8611,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,65.0,11.0,7.8,76.0,KnowWonder,E
8612,Tom Clancy's Rainbow Six: Critical Hour,XB,0,Shooter,Unknown,0.04,0.01,0.0,0.0,0.06,54.0,10.0,3.6,14.0,Ubisoft Quebec,M
8613,Scurge: Hive,DS,2006,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,70.0,29.0,8.6,5.0,"Orbital Media, Inc.",E10+
8614,Remember Me,PC,2013,Action,Capcom,0.0,0.05,0.0,0.0,0.06,65.0,26.0,7.4,1007.0,DONTNOD Entertainment,M
8615,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,,,,,TT Fusion,E10+
8616,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0.0,0.05,0.0,0.0,0.06,,,,,O-Games,E
8617,Zendoku,DS,2007,Puzzle,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,68.0,13.0,,,Zoonami Ltd.,E
8618,Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,Powerhead Games,E
8619,MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0.0,0.0,0.06,67.0,11.0,,,Visual Impact,E
8620,Dino Pets,DS,2009,Simulation,Avanquest,0.05,0.0,0.0,0.0,0.06,,,,,Destineer,E
8621,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,62.0,13.0,,,Konami,E
8622,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,0.03,0.02,0.0,0.0,0.06,34.0,4.0,,,Revolution Software,E
8623,NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.06,69.0,14.0,6.8,13.0,EA Sports,E
8624,BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.04,0.01,0.0,0.0,0.06,53.0,7.0,,,Cave Barn,E
8625,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0.0,0.0,0.0,0.06,,,,,Arc System Works,E
8626,Handball 16,PS4,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,,,3.0,4.0,EKO Software,E
8627,Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.06,37.0,6.0,,,Radius9,E
8628,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,0.05,0.0,0.0,0.0,0.06,,,,,Zig Zag,E
8629,Samurai Warriors 4: Empires,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,Omega Force,T
8630,Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,19.0,14.0,1.3,433.0,"Eutechnyx, Deep Silver",M
8631,Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,50.0,6.0,,,Artech Studios,T
8632,The Saboteur,PC,2009,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,76.0,20.0,8.0,236.0,Pandemic Studios,M
8633,Hail to the Chimp,X360,2008,Misc,Gamecock,0.05,0.0,0.0,0.0,0.06,52.0,23.0,6.1,7.0,Wideload Games Inc.,T
8634,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.06,68.0,25.0,8.2,5.0,Ubisoft Shanghai,M
8635,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.06,76.0,11.0,,,Alfa System,T
8636,Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,86.0,20.0,8.2,580.0,Psyonix,E
8637,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,0.05,0.0,0.0,0.0,0.06,60.0,10.0,,,Amble,E10+
8638,Whiplash,XB,2003,Racing,Eidos Interactive,0.04,0.01,0.0,0.0,0.06,68.0,28.0,,,Crystal Dynamics,T
8639,V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0.0,0.01,0.06,82.0,10.0,7.4,14.0,Eden Studios,E
8640,Mirror's Edge,PC,2009,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,81.0,44.0,8.1,1026.0,EA DICE,T
8641,Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,77.0,51.0,8.1,387.0,Iron Lore Entertainment,T
8642,Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,59.0,22.0,6.6,7.0,Hitmaker,E
8643,Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06,59.0,5.0,,,"Red Tribe, Brash Entertainment",E
8644,SeaBlade,XB,2002,Shooter,TDK Mediactive,0.04,0.01,0.0,0.0,0.06,48.0,11.0,,,Simon & Schuster,T
8645,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,0.03,0.02,0.0,0.01,0.06,53.0,8.0,,,Artificial Mind and Movement,E
8646,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0.0,0.0,0.0,0.06,65.0,18.0,7.9,13.0,Ninja Studio,T
8647,Ski Region Simulator,PC,2011,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06,,,,,Giants Software,
8648,Gothic 3,PC,2006,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63.0,39.0,7.3,519.0,Piranha Bytes,T
8649,History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,0.05,0.0,0.0,0.0,0.05,42.0,5.0,,,Slitherine,E10+
8650,7 Days to Die,XOne,2016,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,17.0,5.2,74.0,The Fun Pimps Entertainment LLC,M
8651,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,,,,,UFO Interactive,E
8652,Worms World Party,GBA,2002,Strategy,Ubisoft,0.04,0.01,0.0,0.0,0.05,75.0,4.0,,,Fluid Studios,E
8653,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,30.0,4.0,3.6,20.0,Sensory Sweep,E
8654,Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0.0,0.01,0.05,43.0,36.0,6.2,11.0,Capcom,M
8655,Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,60.0,16.0,8.8,4.0,Climax Group,E
8656,Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0.0,0.0,0.05,78.0,29.0,9.1,10.0,Codo Games,E10+
8657,F1 2010,PC,2010,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,84.0,15.0,6.6,99.0,Codemasters Birmingham,E
8658,Gladiator: Sword of Vengeance,XB,2003,Action,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,65.0,25.0,7.1,7.0,Acclaim Studios Manchester,M
8659,Dungeon Keeper 2,PC,1999,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.05,,,8.8,100.0,Bullfrog Productions,M
8660,Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,72.0,24.0,7.2,6.0,Shift,E
8661,My Amusement Park,DS,2010,Misc,Scholastic Inc.,0.05,0.0,0.0,0.0,0.05,,,,,"Scholastic, Inc.",E
8662,Chocolatier,DS,2010,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,,,,,Zoo Games,E
8663,Kid Fit Island Resort,Wii,2010,Sports,Avanquest,0.05,0.0,0.0,0.0,0.05,,,,,Red Wagon Games,E
8664,Jewel Link Chronicles: Mountains of Madness,DS,0,Puzzle,Avanquest,0.0,0.05,0.0,0.01,0.05,,,,,Avanquest Software,E10+
8665,Coraline,Wii,2009,Action,D3Publisher,0.05,0.0,0.0,0.0,0.05,42.0,7.0,5.5,8.0,Papaya Studios,E10+
8666,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,0.05,0.0,0.0,0.01,0.05,,,,,Visual Concepts,E
8667,Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,17.0,,,Matrix Software,E
8668,NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,53.0,10.0,,,Acclaim,E
8669,Xiaolin Showdown,DS,2006,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,58.0,7.0,,,Razorback Developments,E
8670,Hearts of Iron IV,PC,2016,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05,83.0,36.0,6.9,306.0,Paradox Development Studio,
8671,Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",0.04,0.01,0.0,0.0,0.05,70.0,8.0,8.3,7.0,Raylight Studios,T
8672,Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,0.0,0.0,0.0,0.05,,,,,Trine Games,E
8673,Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0.0,0.01,0.05,69.0,39.0,7.2,31.0,Double Helix Games,M
8674,"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,,,,,Legacy Interactive,T
8675,Captain America: Super Soldier,Wii,0,Action,Sega,0.05,0.0,0.0,0.0,0.05,57.0,16.0,6.0,6.0,High Voltage Software,T
8676,Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0.0,0.0,0.05,80.0,15.0,8.5,10.0,Black Box,E
8677,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,43.0,12.0,6.0,75.0,CI Games,M
8678,Vertigo,Wii,2009,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,66.0,4.0,,,Icon Games,E
8679,Blood Omen 2,GC,2002,Action,Eidos Interactive,0.04,0.01,0.0,0.0,0.05,71.0,15.0,,,Crystal Dynamics,M
8680,Unsolved Crimes,DS,2008,Adventure,Empire Interactive,0.04,0.01,0.0,0.0,0.05,66.0,20.0,,,Now Production,T
8681,Air Conflicts: Aces of World War II,PSP,2009,Simulation,Graffiti,0.05,0.0,0.0,0.0,0.05,36.0,12.0,,,Cowboy Rodeo,T
8682,Carve,XB,2004,Racing,Global Star,0.04,0.01,0.0,0.0,0.05,64.0,34.0,,,Argonaut Games,E
8683,BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,55.0,11.0,,,Terminal Reality,T
8684,GunPey,PSP,2006,Puzzle,Atari,0.05,0.0,0.0,0.01,0.05,62.0,24.0,,,Q Entertainment,E10+
8685,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,13.0,5.1,48.0,Double Helix Games,T
8686,WTA Tour Tennis,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05,50.0,9.0,,,Konami,E
8687,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0.0,0.0,0.05,66.0,22.0,8.0,4.0,Omega Force,T
8688,Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,,,,,Omega Force,T
8689,FIFA Soccer 2003,GBA,2002,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,76.0,4.0,,,Exient Entertainment,E
8690,Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,0.05,65.0,12.0,,,Micro Cabin,T
8691,The Lost Chronicles of Zerzura,PC,2012,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05,76.0,9.0,6.7,15.0,Cranberry Production,
8692,4 Elements,PC,2009,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,,,7.4,19.0,Playrix Entertainment,E
8693,Virtual Villagers: A New Home,DS,2010,Simulation,PQube,0.04,0.01,0.0,0.0,0.05,,,,,LDW,E
8694,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59.0,22.0,7.4,379.0,Airtight Games,M
8695,Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0.0,0.0,0.0,0.05,75.0,10.0,,,Digital Eclipse,E
8696,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,78.0,34.0,8.3,28.0,UGA,E
8697,MLB SlugFest 2006,XB,2006,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,59.0,15.0,,,Blue Shift,E10+
8698,Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,0.05,0.0,0.0,0.01,0.05,,,,,WayForward,E10+
8699,Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05,57.0,14.0,7.8,12.0,Idea Factory,T
8700,Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Taito,0.04,0.01,0.0,0.0,0.05,76.0,12.0,8.3,8.0,Taito Corporation,E
8701,UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,74.0,21.0,8.1,9.0,EA Canada,E
8702,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,57.0,4.0,5.5,30.0,Kalypso,E
8703,Taito Legends Power Up,PSP,2007,Action,Destineer,0.05,0.0,0.0,0.0,0.05,41.0,9.0,,,Empire Oxford,E
8704,Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,,,Ubisoft,E
8705,Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0.0,0.0,0.05,51.0,6.0,8.0,7.0,Imagineer,E
8706,MotoGP 15,PS3,2015,Racing,Milestone S.r.l.,0.0,0.02,0.03,0.0,0.05,,,,,Milestone S.r.l,E10+
8707,PopStar Guitar,Wii,2008,Misc,Midway Games,0.03,0.02,0.0,0.0,0.05,,,,,Broadsword Interactive,T
8708,Pucca Power Up,DS,2011,Platform,Rising Star Games,0.04,0.01,0.0,0.0,0.05,,,,,Rising Star Games,E
8709,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,13.0,7.1,114.0,1C: Maddox Games,T
8710,NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05,71.0,14.0,6.6,8.0,Midway,E
8711,Mountain Bike Adrenaline,PS2,0,Sports,Unknown,0.03,0.02,0.0,0.01,0.05,,,,,Fresh 3D,E
8712,Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,58.0,24.0,7.5,20.0,Studio Archcraft,E
8713,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,68.0,34.0,7.3,9.0,Backbone Entertainment,T
8714,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0.0,0.0,0.05,80.0,23.0,8.8,9.0,Shaba Games,E
8715,Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52.0,64.0,3.5,282.0,Inti Creates,E10+
8716,Touch 'N' Play Collection,DS,2010,Misc,O-Games,0.03,0.01,0.0,0.0,0.05,,,,,O-Games,E
8717,Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0.02,0.0,0.01,0.05,66.0,26.0,7.2,6.0,Grasshopper Manufacture,T
8718,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,43.0,9.0,7.8,110.0,Team Ninja,
8719,Drill Dozer,GBA,0,Platform,Unknown,0.04,0.01,0.0,0.0,0.05,81.0,34.0,8.3,10.0,Game Freak,E
8720,Mister Slime,DS,2008,Action,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,59.0,12.0,,,Lexis Numerique,E
8721,Learn Science,DS,2010,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,,,,,Dreamcatcher,E
8722,Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,38.0,7.3,204.0,Electronic Arts,T
8723,Domino Rally,Wii,2007,Action,Nordcurrent,0.05,0.0,0.0,0.0,0.05,57.0,4.0,,,RED Entertainment,E
8724,King Arthur,XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,61.0,15.0,,,Krome Studios,T
8725,Match 3 Madness,DS,2010,Puzzle,Foreign Media Games,0.0,0.05,0.0,0.01,0.05,,,,,Most Wanted Entertainment,E
8726,Rockin' Pretty,DS,2009,Misc,Arc System Works,0.05,0.0,0.0,0.0,0.05,,,,,Arc System Works,E
8727,Men of War: Assault Squad,PC,2011,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,21.0,8.2,93.0,"THQ, 1C, 1C Company",T
8728,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,0.05,0.0,0.0,0.0,0.05,67.0,24.0,6.8,12.0,Nippon Ichi Software,E
8729,Myst IV: Revelation,XB,2005,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.05,75.0,17.0,,,Ubisoft Montreal,T
8730,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,,,,,Just For Fun,E
8731,Jake Power: Policeman,DS,2008,Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,,,Ubisoft,E
8732,Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,10.0,4.9,18.0,Techland,M
8733,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,9.0,6.5,16.0,"Namco Bandai Games, Monkey Bar Games",E10+
8734,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,0.05,0.0,0.0,0.0,0.05,,,,,Activision,E
8735,Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0.0,0.03,0.0,0.05,58.0,20.0,6.0,5.0,Amusement Vision,E
8736,UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,72.0,27.0,8.2,10.0,EA Canada,E
8737,Centipede: Infestation,Wii,2011,Shooter,Atari,0.05,0.0,0.0,0.0,0.05,,,,,WayForward,E10+
8738,F1 2015,PC,2015,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,13.0,3.6,63.0,Codemasters,E
8739,Disney's PK: Out of the Shadows,GC,2002,Platform,Ubisoft,0.04,0.01,0.0,0.0,0.05,46.0,10.0,,,Ubisoft,E
8740,Aliens in the Attic,DS,2009,Action,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,58.0,7.0,6.0,5.0,Engine Software,E10+
8741,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,21.0,6.6,127.0,InXile Entertainment,M
8742,Powerdrome,PS2,2004,Racing,Evolved Games,0.03,0.02,0.0,0.01,0.05,54.0,4.0,,,Argonaut Games,T
8743,Dreamer Series: Puppy Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,,,,,Dreamcatcher,E
8744,Major Minor's Majestic March,Wii,2009,Misc,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,46.0,16.0,,,NanaOn-Sha,E
8745,Pony Friends: Mini Breeds Edition,DS,2008,Simulation,Eidos Interactive,0.05,0.0,0.0,0.0,0.05,,,,,"Eidos Interactive, Tantalus Interactive",E
8746,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0.0,0.0,0.05,79.0,43.0,8.3,12.0,From Software,T
8747,Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05,72.0,30.0,7.3,18.0,Neon Studios,E10+
8748,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,49.0,11.0,6.3,12.0,Immersion Software & Graphics,T
8749,Piglet's Big Game,GC,2003,Platform,Gotham Games,0.04,0.01,0.0,0.0,0.05,70.0,4.0,8.0,5.0,Doki Denki,E
8750,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,12.0,3.8,47.0,Ubisoft,T
8751,Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05,,,1.1,8.0,Data Design Interactive,E
8752,Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0.0,0.0,0.05,66.0,33.0,5.5,23.0,Interplay,M
8753,IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,71.0,8.0,7.8,5.0,Codemasters,E
8754,Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0.0,0.0,0.0,0.05,,,,,Gorilla Systems,E
8755,Ultra Bust-A-Move,XB,2004,Puzzle,505 Games,0.04,0.01,0.0,0.0,0.05,74.0,12.0,,,Taito Corporation,E
8756,Rally Fusion: Race of Champions,XB,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05,69.0,16.0,,,Climax Group,E
8757,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,0.01,0.03,0.0,0.01,0.05,,,3.4,14.0,PlatinumGames,T
8758,Killing Floor 2 ,PS4,2016,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,39.0,8.0,57.0,Tripwire Interactive,M
8759,Ferrari F355 Challenge,PS2,2002,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70.0,14.0,4.4,5.0,Sega AM2,E
8760,Mr Bean's Wacky World of Wii,Wii,2009,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05,,,,,Blast! Entertainment Ltd,E
8761,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,10.0,5.1,475.0,High Voltage Software,M
8762,Cities in Motion,PC,2011,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,70.0,20.0,7.7,105.0,Colossal Order,E
8763,Shifters,PS2,2002,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37.0,12.0,5.9,8.0,3DO,T
8764,Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,0.04,0.01,0.0,0.0,0.05,,,,,Navarre Corp,E
8765,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,48.0,6.0,7.1,8.0,Omega Force,T
8766,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,50.0,6.0,6.5,4.0,Point of View,T
8767,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0.0,0.0,0.0,0.05,,,,,Natsume,T
8768,The BIGS 2,DS,2009,Sports,Take-Two Interactive,0.05,0.0,0.0,0.0,0.05,,,,,Blue Castle Games,E
8769,Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0.0,0.0,0.05,51.0,11.0,4.1,42.0,Deep Silver,M
8770,Venetica,PC,2009,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61.0,17.0,6.8,51.0,Deck 13,T
8771,Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,76.0,29.0,4.9,539.0,Codemasters,M
8772,Princess on Ice,DS,2008,Sports,505 Games,0.04,0.01,0.0,0.0,0.05,,,,,Arc System Works,E
8773,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05,,,,,Black Lantern Studios,EC
8774,Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.05,,,,,Rising Star Games,E
8775,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.01,0.05,77.0,13.0,7.1,56.0,InXile Entertainment,M
8776,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,0.0,0.04,0.0,0.01,0.05,77.0,10.0,8.6,16.0,Cave,
8777,MorphX,X360,2010,Shooter,505 Games,0.05,0.0,0.0,0.0,0.05,33.0,4.0,6.6,15.0,"Buka Entertainment, Targem Games",M
8778,Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.2,6.0,WayForward,E10+
8779,Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,,,Ubisoft,E
